participant,filename,response_value,response_emotion_raw,response_emotion,is_no_response,trial_index
U26,153_orig_152.jpg,,NO RESPONDE,,True,51
U27,130_orig_129.jpg,,NO RESPONDE,,True,25
U27,76_orig_75.jpg,,NO RESPONDE,,True,55
U28,51_orig_50.jpg,,NO RESPONDE,,True,4
U28,811_orig_910.jpg,,NO RESPONDE,,True,7
U28,859_orig_958.jpg,,NO RESPONDE,,True,8
U28,336_orig_435.jpg,,NO RESPONDE,,True,14
U28,722_orig_821.jpg,,NO RESPONDE,,True,19
U28,1134_orig_1370.jpg,,NO RESPONDE,,True,20
U28,33_orig_32.jpg,,NO RESPONDE,,True,22
U28,1322_orig_1659.jpg,,NO RESPONDE,,True,24
U28,760_orig_859.jpg,,NO RESPONDE,,True,37
U28,779_orig_878.jpg,,NO RESPONDE,,True,40
U29,906_orig_1037.jpg,,NO RESPONDE,,True,1
U29,1420_orig_1915.jpg,,NO RESPONDE,,True,2
U29,790_orig_889.jpg,,NO RESPONDE,,True,3
U29,51_orig_50.jpg,,NO RESPONDE,,True,4
U29,77_orig_76.jpg,,NO RESPONDE,,True,5
U29,859_orig_958.jpg,,NO RESPONDE,,True,8
U29,796_orig_895.jpg,,NO RESPONDE,,True,12
U29,722_orig_821.jpg,,NO RESPONDE,,True,19
U29,873_orig_972.jpg,,NO RESPONDE,,True,23
U30,1420_orig_1915.jpg,,NO RESPONDE,,True,2
U30,1150_orig_1386.jpg,,NO RESPONDE,,True,6
U30,91_orig_90.jpg,,NO RESPONDE,,True,10
U30,272_orig_271.jpg,,NO RESPONDE,,True,11
U30,336_orig_435.jpg,,NO RESPONDE,,True,14
U30,640_orig_739.jpg,,NO RESPONDE,,True,16
U30,1123_orig_1359.jpg,,NO RESPONDE,,True,17
U30,722_orig_821.jpg,,NO RESPONDE,,True,19
U30,324_orig_423.jpg,,NO RESPONDE,,True,21
U30,33_orig_32.jpg,,NO RESPONDE,,True,22
U30,873_orig_972.jpg,,NO RESPONDE,,True,23
U30,1322_orig_1659.jpg,,NO RESPONDE,,True,24
U30,130_orig_129.jpg,,NO RESPONDE,,True,25
U30,184_orig_183.jpg,,NO RESPONDE,,True,26
U30,105_orig_104.jpg,,NO RESPONDE,,True,27
